MonthYear,Analyte,C10A,C3A,D26,D28A,D4,D41,D6,D7,D8,MD10A,P8
2007-12-01T08:00:00Z,DissAmmonia,0.02,0.39,0.2,0.14,0.21,0.1,0.15,0.17,0.19,0.03,0.14
2008-01-01T08:00:00Z,DissAmmonia,0.09,0.23,0.17,0.16,0.19,0.15,0.22,0.25,0.23,0.2,0.3
2008-02-01T08:00:00Z,DissAmmonia,0.1,0.21,0.11,0.1,0.1,0.08,0.13,0.13,0.12,0.09,0.16
2008-03-01T08:00:00Z,DissAmmonia,0.02,0.31,0.09,0.04,0.1,0.06,0.11,0.09,0.11,0.02,0.1
2008-04-01T07:00:00Z,DissAmmonia,0.01,0.44,0.06,0.01,0.08,0.06,0.07,0.05,0.08,0.02,0.08
2008-05-01T07:00:00Z,DissAmmonia,0.01,0.42,0.07,0.02,0.08,0.11,0.11,0.07,0.11,0.02,0.1
2008-06-01T07:00:00Z,DissAmmonia,0.01,0.31,0.08,0.02,0.06,0.07,0.09,0.05,0.06,0.06,0.08
2008-07-01T07:00:00Z,DissAmmonia,0.02,0.46,0.09,0.02,0.04,0.11,0.1,0.06,0.06,0.02,0.04
2008-08-01T07:00:00Z,DissAmmonia,0.02,0.6,0.06,0.02,0.03,0.06,0.08,0.02,0.03,0.02,0.06
2008-09-01T07:00:00Z,DissAmmonia,0.01,0.42,0.08,0.03,0.06,0.05,0.09,0.03,0.07,0.02,0.05
2008-10-01T07:00:00Z,DissAmmonia,0.01,0.37,0.09,0.02,0.06,0.05,0.09,0.06,0.08,0.02,0.04
2008-11-01T07:00:00Z,DissAmmonia,0.01,0.42,0.15,0.05,0.13,0.1,0.14,0.14,0.14,0.01,0.23
2008-12-01T08:00:00Z,DissAmmonia,0.01,0.44,0.18,0.04,0.15,0.1,0.15,0.15,0.16,0.03,0.14
2009-01-01T08:00:00Z,DissAmmonia,0.01,0.62,0.19,0.11,0.23,0.1,0.18,0.21,0.23,0.01,0.11
2009-02-01T08:00:00Z,DissAmmonia,0.16,0.09,0.17,0.07,0.27,0.13,0.2,0.2,0.2,0.05,0.07
2009-03-01T08:00:00Z,DissAmmonia,0.01,0.43,0.08,0.03,0.14,0.05,0.1,0.08,0.1,0.03,0.06
2009-04-01T07:00:00Z,DissAmmonia,0.01,0.32,0.07,0.02,0.13,0.07,0.1,0.08,0.08,0.01,0.06
2009-05-01T07:00:00Z,DissAmmonia,0.01,0.3,0.05,0.02,0.05,0.05,0.07,0.04,0.06,0.01,0.05
2009-06-01T07:00:00Z,DissAmmonia,0.01,0.41,0.05,0.02,0.05,0.1,0.08,0.04,0.07,0.02,0.02
2009-07-01T07:00:00Z,DissAmmonia,0.01,0.13,0.08,0.02,0.06,0.01,0.06,0.07,0.08,0.02,0.05
2009-08-01T07:00:00Z,DissAmmonia,0.01,0.02,0.06,0.01,0.03,0.05,0.06,0.02,0.03,0.01,0.03
2009-09-01T07:00:00Z,DissAmmonia,0.01,0.32,0.05,0.01,0.05,0.06,0.09,0.06,0.05,0.01,0.04
2009-10-01T07:00:00Z,DissAmmonia,0.01,0.36,0.08,0.01,0.07,0.07,0.11,0.09,0.08,0.02,0.06
2009-11-01T07:00:00Z,DissAmmonia,0.02,0.35,0.12,0.03,0.12,0.1,0.15,0.15,0.14,0.03,0.07
2009-12-01T08:00:00Z,DissAmmonia,0.02,0.44,0.13,0.05,0.14,0.11,0.16,0.16,0.17,0.01,0.05
2010-01-01T08:00:00Z,DissAmmonia,0.03,0.33,0.15,0.07,0.21,0.11,0.17,0.2,0.21,0.03,0.13
2010-02-01T08:00:00Z,DissAmmonia,0.06,0.14,0.1,0.08,0.13,0.1,0.12,0.1,0.1,0.08,0.22
2010-03-01T08:00:00Z,DissAmmonia,0.1,0.18,0.11,0.05,0.1,0.08,0.11,0.1,0.1,0.08,0.13
2010-04-01T07:00:00Z,DissAmmonia,0.02,0.77,0.1,0.02,0.13,0.06,0.07,0.04,0.06,0.02,0.12
2010-05-01T07:00:00Z,DissAmmonia,0.01,0.22,0.03,0.01,0.05,0.06,0.07,0.02,0.04,0.01,0.04
2010-06-01T07:00:00Z,DissAmmonia,0.01,0.16,0.08,0.03,0.06,0.06,0.09,0.06,0.07,0.02,0.05
2010-07-01T07:00:00Z,DissAmmonia,0.01,0.25,0.06,0.02,0.03,0.05,0.08,0.06,0.05,0.01,0.08
2010-08-01T07:00:00Z,DissAmmonia,0.01,0.1,0.05,0.01,0.02,0.08,0.08,0.05,0.03,0.01,0.03
2010-09-01T07:00:00Z,DissAmmonia,0.01,0.14,0.07,0.02,0.03,0.06,0.07,0.03,0.03,0.02,0.04
2010-10-01T07:00:00Z,DissAmmonia,0.01,0.26,0.06,0.01,0.04,0.06,0.1,0.07,0.06,0.02,0.06
2010-11-01T07:00:00Z,DissAmmonia,0.03,0.47,0.09,0.04,0.1,0.1,0.12,0.11,0.11,0.03,0.05
2010-12-01T08:00:00Z,DissAmmonia,0.02,0.11,0.11,0.06,0.14,0.13,0.14,0.18,0.13,0.04,0.06
2011-01-01T08:00:00Z,DissAmmonia,0.04,0.07,0.08,0.06,0.09,0.1,0.13,0.1,0.1,0.08,0.08
2011-02-01T08:00:00Z,DissAmmonia,0.01,0.03,0.11,0.04,0.14,0.08,0.12,0.14,0.14,0.02,0.1
2011-03-01T08:00:00Z,DissAmmonia,0.07,0.11,0.09,0.04,0.09,0.09,0.12,0.1,0.1,0.03,0.07
2011-04-01T07:00:00Z,DissAmmonia,0.01,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.01,0.02
2011-05-01T07:00:00Z,DissAmmonia,0.02,0.1,0.04,0.04,0.03,0.06,0.05,0.01,0.03,0.01,0.03
2011-06-01T07:00:00Z,DissAmmonia,0.01,0.09,0.05,0.02,0.06,0.09,0.04,0.04,0.05,0.02,0.03
2011-07-01T07:00:00Z,DissAmmonia,0.02,0.15,0.05,0.02,0.04,0.03,0.06,0.01,0.01,0.01,0.01
2011-08-01T07:00:00Z,DissAmmonia,0.01,0.36,0.06,0.02,0.02,0.06,0.06,0.02,0.03,0.02,0.03
2011-09-01T07:00:00Z,DissAmmonia,0.01,0.14,0.05,0.02,0.04,0.02,0.06,0.05,0.04,0.02,0.02
2011-10-01T07:00:00Z,DissAmmonia,0.01,0.22,0.08,0.02,0.06,0.05,0.1,0.07,0.08,0.02,0.03
2011-11-01T07:00:00Z,DissAmmonia,0.04,0.38,0.13,0.04,0.09,0.1,0.13,0.12,0.1,0.02,0.11
2011-12-01T08:00:00Z,DissAmmonia,0.04,0.27,0.14,0.08,0.16,0.12,0.16,0.15,0.16,0.02,0.07
2012-01-01T08:00:00Z,DissAmmonia,0.07,0.44,0.11,0.08,0.2,0.13,0.2,0.19,0.21,0.05,0.1
2012-02-01T08:00:00Z,DissAmmonia,0.1,0.37,0.16,0.06,0.14,0.12,0.18,0.18,0.16,0.06,0.11
2012-03-01T08:00:00Z,DissAmmonia,0.02,0.32,0.14,0.07,0.12,0.13,0.16,0.13,0.14,0.06,0.1
2012-04-01T07:00:00Z,DissAmmonia,0.02,0.31,0.1,0.04,0.09,0.09,0.1,0.06,0.08,0.06,0.11
2012-05-01T07:00:00Z,DissAmmonia,0.02,0.29,0.06,0.04,0.04,0.05,0.06,0.04,0.01,0.03,0.05
2012-06-01T07:00:00Z,DissAmmonia,0.02,0.44,0.08,0.05,0.07,0.06,0.08,0.07,0.07,0.08,0.12
2012-07-01T07:00:00Z,DissAmmonia,0.01,0.16,0.08,0.02,0.03,0.08,0.06,0.04,0.04,0.02,0.08
2012-08-01T07:00:00Z,DissAmmonia,0.01,0.17,0.06,0.01,0.04,0.06,0.05,0.03,0.02,0.02,0.05
2012-09-01T07:00:00Z,DissAmmonia,0.03,0.34,0.09,0.02,0.04,0.04,0.08,0.05,0.05,0.05,0.1
2012-10-01T07:00:00Z,DissAmmonia,0.01,0.34,0.06,0.02,0.01,0.07,0.09,0.07,0.06,0.02,0.06
2012-11-01T07:00:00Z,DissAmmonia,0.01,0.42,0.18,0.03,0.13,0.11,0.14,0.12,0.12,0.03,0.06
2012-12-01T08:00:00Z,DissAmmonia,0.07,0.1,0.13,0.11,0.11,0.08,0.14,0.14,0.13,0.14,0.19
2013-01-01T08:00:00Z,DissAmmonia,0.1,0.23,0.14,0.07,0.15,0.09,0.12,0.15,0.15,0.07,0.26
2013-02-01T08:00:00Z,DissAmmonia,0.02,0.49,0.15,0.06,0.17,0.08,0.15,0.15,0.14,0.13,0.17
2013-03-01T08:00:00Z,DissAmmonia,0.02,0.43,0.13,0.03,0.07,0.07,0.1,0.06,0.05,0.06,0.07
2013-04-01T07:00:00Z,DissAmmonia,0.01,0.47,0.05,0.01,0.06,0.07,0.1,0.09,0.09,0.01,0.1
2013-05-01T07:00:00Z,DissAmmonia,0.02,0.36,0.15,0.09,0.09,0.11,0.11,0.08,0.08,0.05,0.07
2013-06-01T07:00:00Z,DissAmmonia,0.02,0.38,0.09,0.03,0.03,0.08,0.08,0.04,0.06,0.02,0.03
2013-07-01T07:00:00Z,DissAmmonia,0.02,0.17,0.09,0.01,0.03,0.06,0.08,0.04,0.03,0.01,0.04
2013-08-01T07:00:00Z,DissAmmonia,0.02,0.2,0.06,0.02,0.04,0.09,0.09,0.06,0.04,0.02,0.05
2013-09-01T07:00:00Z,DissAmmonia,0.03,0.37,0.03,0.01,0.05,0.08,0.08,0.06,0.07,0.01,0.12
2013-10-01T07:00:00Z,DissAmmonia,0.01,0.2,0.12,0.01,0.07,0.1,0.11,0.09,0.09,0.02,0.08
2013-11-01T07:00:00Z,DissAmmonia,0.03,0.46,0.16,0.03,0.11,0.11,0.14,0.12,0.11,0.01,0.05
2013-12-01T08:00:00Z,DissAmmonia,0.04,0.78,0.21,0.09,0.18,0.1,0.15,0.16,0.18,0.04,0.09
2014-01-01T08:00:00Z,DissAmmonia,0.04,0.02,0.18,0.12,0.27,0.11,0.16,0.23,0.26,0.06,0.15
2014-02-01T08:00:00Z,DissAmmonia,0.02,0.43,0.2,0.07,0.19,0.14,0.2,0.2,0.17,0.06,0.15
2014-03-01T08:00:00Z,DissAmmonia,0.01,0.25,0.21,0.08,0.18,0.1,0.18,0.16,0.19,0.05,0.09
2014-04-01T07:00:00Z,DissAmmonia,0.01,0.39,0.13,0.04,0.13,0.07,0.1,0.09,0.11,0.03,0.06
2014-05-01T07:00:00Z,DissAmmonia,0.02,0.94,0.07,0.03,0.06,0.07,0.09,0.06,0.07,0.02,0.03
2014-06-01T07:00:00Z,DissAmmonia,0.04,0.59,0.02,0.01,0.04,0.06,0.06,0.05,0.05,0.01,0.01
2014-07-01T07:00:00Z,DissAmmonia,0.02,0.58,0.06,0.01,0.03,0.07,0.07,0.03,0.03,0.03,0.02
2014-08-01T07:00:00Z,DissAmmonia,0.02,0.25,0.06,0.01,0.01,0.08,0.07,0.01,0.01,0.03,0.02
2014-09-01T07:00:00Z,DissAmmonia,0.03,0.73,0.03,0.01,0.03,0.04,0.07,0.02,0.03,0.02,0.05
2014-10-01T07:00:00Z,DissAmmonia,0.03,0.91,0.07,0.02,0.03,0.05,0.05,0.02,0.03,0.03,0.09
2014-11-01T07:00:00Z,DissAmmonia,0.03,0.7,0.11,0.03,0.07,0.05,0.09,0.09,0.07,0.03,0.11
2014-12-01T08:00:00Z,DissAmmonia,0.27,0.09,0.17,0.16,0.18,0.1,0.15,0.19,0.19,0.14,0.15
2015-01-01T08:00:00Z,DissAmmonia,0.04,0.5,0.15,0.1,0.16,0.1,0.14,0.18,0.15,0.07,0.15
2015-02-01T08:00:00Z,DissAmmonia,0.03,0.13,0.19,0.09,0.22,0.1,0.16,0.18,0.28,0.13,0.15
2015-03-01T08:00:00Z,DissAmmonia,0.04,0.53,0.15,0.03,0.11,0.05,0.1,0.1,0.11,0.05,0.06
2015-04-01T07:00:00Z,DissAmmonia,0.04,0.75,0.04,0.04,0.12,0.07,0.1,0.1,0.11,0.02,0.07
2015-05-01T07:00:00Z,DissAmmonia,0.04,0.32,0.12,0.06,0.1,0.08,0.1,0.08,0.1,0.04,0.12
2015-06-01T07:00:00Z,DissAmmonia,0.02,0.24,0.07,0.03,0.06,0.09,0.09,0.07,0.06,0.04,0.04
2015-07-01T07:00:00Z,DissAmmonia,0.04,0.26,0.1,0.02,0.04,0.07,0.06,0.03,0.04,0.03,0.06
2015-08-01T07:00:00Z,DissAmmonia,0.02,0.18,0.04,0.02,0.01,0.05,0.06,0.02,0.01,0.01,0.06
2015-09-01T07:00:00Z,DissAmmonia,0.03,0.52,0.08,0.02,0.01,0.05,0.05,0.02,0.01,0.01,0.1
2015-10-01T07:00:00Z,DissAmmonia,0.02,0.33,0.07,0.01,0.03,0.03,0.03,0.02,0.01,0.04,0.06
2015-11-01T07:00:00Z,DissAmmonia,0.01,0.52,0.12,0.02,0.03,0.06,0.06,0.04,0.03,0.02,0.06
2015-12-01T08:00:00Z,DissAmmonia,0.02,0.58,0.09,0.02,0.12,0.04,0.06,0.12,0.11,0.02,0.07
2016-01-01T08:00:00Z,DissAmmonia,0.06,0.49,0.15,0.15,0.21,0.1,0.16,0.2,0.2,0.06,0.12
2016-02-01T08:00:00Z,DissAmmonia,0.09,0.09,0.13,0.11,0.12,0.08,0.16,0.11,0.13,0.11,0.2
2016-03-01T08:00:00Z,DissAmmonia,0.02,0.31,0.12,0.05,0.13,0.04,0.1,0.11,0.11,0.04,0.06
2016-04-01T07:00:00Z,DissAmmonia,0.04,0.25,0.11,0.06,0.14,0.07,0.08,0.07,0.09,0.05,0.21
2016-05-01T07:00:00Z,DissAmmonia,0.02,0.5,0.01,0.01,0.01,0.09,0.12,0.09,0.08,0.02,0.07
2016-06-01T07:00:00Z,DissAmmonia,0.03,0.68,0.1,0.04,0.06,0.08,0.1,0.07,0.07,0.03,0.07
2016-07-01T07:00:00Z,DissAmmonia,0.02,0.38,0.05,0.01,0.05,0.06,0.05,0.02,0.04,0.02,0.04
2016-08-01T07:00:00Z,DissAmmonia,0.05,0.04,0.1,0.02,0.03,0.07,0.06,0.04,0.05,0.02,0.04
2016-09-01T07:00:00Z,DissAmmonia,0.02,0.32,0.08,0.01,0.07,0.05,0.08,0.04,0.06,0.01,0.03
2016-10-01T07:00:00Z,DissAmmonia,0.04,0.71,0.12,0.03,0.08,0.12,0.17,0.08,0.09,0.03,0.1
2016-11-01T07:00:00Z,DissAmmonia,0.03,0.44,0.15,0.06,0.13,0.08,0.1,0.1,0.11,0.03,0.09
2016-12-01T08:00:00Z,DissAmmonia,0.03,0.4,0.13,0.08,0.18,0.09,0.14,0.16,0.16,0.02,0.04
2017-01-01T08:00:00Z,DissAmmonia,0.05,0.3,0.11,0.07,0.11,0.14,0.15,0.11,0.14,0.15,0.22
2017-02-01T08:00:00Z,DissAmmonia,0.03,0.11,0.07,0.08,0.05,0.09,0.06,0.05,0.08,0.07,0.06
2017-03-01T08:00:00Z,DissAmmonia,0.02,0.11,0.05,0.04,0.05,0.07,0.05,0.04,0.05,0.04,0.02
2017-04-01T07:00:00Z,DissAmmonia,0.03,0.08,0.06,0.04,0.05,0.07,0.05,0.04,0.05,0.03,0.02
2017-05-01T07:00:00Z,DissAmmonia,0.02,0.1,0.05,0.05,0.06,0.07,0.08,0.06,0.04,0.02,0.02
2017-06-01T07:00:00Z,DissAmmonia,0.02,0.27,0.07,0.02,0.06,0.04,0.07,0.05,0.05,0.02,0.04
2017-07-01T07:00:00Z,DissAmmonia,0.03,0.79,0.07,0.05,0.02,0.12,0.08,0.11,0.08,0.02,0.08
2017-08-01T07:00:00Z,DissAmmonia,0.03,0.34,0.1,0.02,0.05,0.12,0.06,0.03,0.05,0.03,0.02
2017-09-01T07:00:00Z,DissAmmonia,0.01,0.22,0.1,0.03,0.06,0.09,0.12,0.05,0.08,0.02,0.07
2017-10-01T07:00:00Z,DissAmmonia,0.02,0.46,0.07,0.02,0.08,0.07,0.12,0.1,0.09,0.02,0.09
2017-11-01T07:00:00Z,DissAmmonia,0.04,0.58,0.13,0.05,0.1,0.12,0.15,0.14,0.13,0.06,0.06
2017-12-01T08:00:00Z,DissAmmonia,0.02,0.35,0.13,0.07,0.17,0.12,0.17,0.18,0.18,0.04,0.09
2018-01-01T08:00:00Z,DissAmmonia,0.02,0.45,0.15,0.09,0.21,0.14,0.2,0.2,0.2,0.05,0.09
2018-02-01T08:00:00Z,DissAmmonia,0.03,0.46,0.12,0.03,0.13,0.09,0.16,0.15,0.15,0.03,0.08
2018-03-01T08:00:00Z,DissAmmonia,0.01,0.46,0.12,0.03,0.16,0.08,0.13,0.13,0.14,0.03,0.06
2018-04-01T07:00:00Z,DissAmmonia,0.01,0.13,0.08,0.05,0.11,0.06,0.1,0.07,0.07,0.08,0.08
2018-05-01T07:00:00Z,DissAmmonia,0.01,0.67,0.06,0.03,0.07,0.05,0.07,0.04,0.06,0.01,0.03
2018-06-01T07:00:00Z,DissAmmonia,0.01,0.24,0.05,0.02,0.06,0.04,0.08,0.06,0.06,0.02,0.03
2018-07-01T07:00:00Z,DissAmmonia,0.01,0.4,0.06,0.02,0.07,0.08,0.08,0.04,0.04,0.06,0.02
2018-08-01T07:00:00Z,DissAmmonia,0.01,0.57,0.06,0.023,0.094,0.07,0.07,0.05,0.04,0.062,0.063
2018-09-01T07:00:00Z,DissAmmonia,0.01,0.33,0.1,0.02,0.06,0.05,0.09,0.04,0.06,0.01,0.07
2018-10-01T07:00:00Z,DissAmmonia,0.03,0.53,0.1,0.027,0.09,0.06,0.12,0.09,0.08,0.03,0.07
2018-11-01T07:00:00Z,DissAmmonia,0.05,1.22,0.17,0.072,0.11,0.087,0.14,0.143,0.137,0.052,0.117
2018-12-01T08:00:00Z,DissAmmonia,0.057,0.568,0.138,0.102,0.199,0.105,0.157,0.162,0.172,0.054,0.165
2019-01-01T08:00:00Z,DissAmmonia,0.27,0.23,0.16,0.12,0.253,0.14,0.18,0.214,0.219,0.106,0.2
2019-02-01T08:00:00Z,DissAmmonia,0.113,0.14,0.12,0.07,0.1,0.109,0.09,0.07,0.08,0.21,0.09
2019-03-01T08:00:00Z,DissAmmonia,0.05,0.09,0.06,0.05,0.06,0.078,0.05,0.05,0.06,0.05,0.05
2019-04-01T07:00:00Z,DissAmmonia,0.05,0.09,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05
2019-05-01T07:00:00Z,DissAmmonia,0.05,0.17,0.06,0.05,0.08,0.09,0.07,0.05,0.05,0.05,0.05
2019-06-01T07:00:00Z,DissAmmonia,0.05,0.104,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05
2019-07-01T07:00:00Z,DissAmmonia,0.05,0.253,0.076,0.05,0.05,0.079,0.083,0.051,0.05,0.05,0.057
2019-08-01T07:00:00Z,DissAmmonia,0.05,0.337,0.083,0.05,0.05,0.067,0.05,0.05,0.05,0.05,0.05
2019-09-01T07:00:00Z,DissAmmonia,0.05,0.205,0.068,0.05,0.05,0.053,0.077,0.051,0.05,0.05,0.05
2019-10-01T07:00:00Z,DissAmmonia,0.2,0.34,0.2,0.2,0.12,0.2,0.2,0.12,0.2,0.2,0.2
2019-11-01T07:00:00Z,DissAmmonia,0.15,0.75,0.2,0.2,0.11,0.11,0.13,0.2,0.2,0.2,0.2
2019-12-01T08:00:00Z,DissAmmonia,0.2,0.63,0.24,0.13,0.23,0.2,0.28,0.22,0.18,0.16,0.23
2020-01-01T08:00:00Z,DissAmmonia,0.25,0.29,0.14,0.25,0.15,0.14,0.24,0.21,0.18,0.25,0.15
2020-02-01T08:00:00Z,DissAmmonia,0.25,0.32,0.14,0.12,0.13,0.1,0.18,0.14,0.17,0.25,0.25
2020-03-01T08:00:00Z,DissAmmonia,0.25,0.7,0.11,0.25,0.13,0.25,0.22,0.22,0.26,0.25,0.11
2020-06-01T07:00:00Z,DissAmmonia,0.05,0.7,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.05
2020-07-01T07:00:00Z,DissAmmonia,0.05,0.48,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2020-08-01T07:00:00Z,DissAmmonia,0.05,0.61,0.07,0.05,0.05,0.07,0.07,0.05,0.05,0.05,0.05
2020-09-01T07:00:00Z,DissAmmonia,0.05,0.4,0.08,0.05,0.06,0.08,0.1,0.06,0.07,0.05,0.062
2020-10-01T07:00:00Z,DissAmmonia,0.05,0.46,0.05,0.05,0.05,0.05,0.07,0.05,0.06,0.05,0.05
2020-11-01T07:00:00Z,DissAmmonia,0.05,0.28,0.05,0.05,0.08,0.09,0.12,0.123,0.094,0.05,0.05
2020-12-01T08:00:00Z,DissAmmonia,0.05,0.46,NA,0.05,NA,NA,NA,NA,NA,NA,NA
1997-01-01T08:00:00Z,DissAmmonia,NA,0.06,0.23,0.19,0.04,0.09,0.1,0.05,0.1,0.3,0.29
